name,location14
A_Human_New_Mexico_NM_200301489_2003,usa
A_Human_NEW_YORK_31_2004,usa
A_Human_NEW_YORK_40_2004,usa
A_Human_NEW_YORK_55_2004,usa
A_Human_New_York_NY_03_1484_2003,usa
A_Human_New_York_NY_03_1626_2003,usa
A_Human_New_York_NY_03_1932_2003,usa
A_Human_New_York_NY_04_005_1626_2004,usa
A_Human_New_York_NY_04_005_2135_2004,usa
A_Human_New_York_NY_04_1007_CASE_NY_007_2003,usa
A_Human_New_York_NY_04_1647_2004,usa
A_Human_New_York_NY_12512_ORIGINAL_2004,usa
A_Human_New_York_NY_13341_2004,usa
A_Human_New_York_NY_13342_2004,usa
A_Human_New_York_NY_17343_2005,usa
A_Human_New_York_NY_17460_2005,usa
A_Human_New_York_NY_19770_ORIGINAL_2006,usa
A_Human_New_York_NY_22327_ORIGINAL_2006,usa
A_Human_New_York_NY_26239_2004,usa
A_Human_New_York_NY_31003_2006,usa
A_Human_New_York_NY_8548_2003,usa
A_Human_New_York_NY_W15509_2003,usa
A_Human_NEW_YORK_22_2006,usa
A_Human_New_York_16_2002,usa
A_Human_New_York_18_2002,usa
A_Human_New_York_17_2002,usa
A_Human_New_York_21_2002,usa
A_Human_New_York_20_2002,usa
A_Human_New_York_22_2002,usa
A_Human_New_York_28_2002,usa
A_Human_NORTHCAROLINA_13_2005,usa
A_Human_North_Carolina_NC_0019_CASE_NC_2003,usa
A_Human_North_Carolina_NC_5338_2003,usa
A_Human_North_Carolina_NC_5605_2003,usa
A_Human_North_Carolina_NC_5663_2003,usa
A_Human_North_Carolina_NC_5691_CASE_NC_2003,usa
A_Human_North_Carolina_NC_VR06_1120_2006,usa
A_Human_North_Carolina_NC_VR06_608_2006,usa
A_Human_North_Carolina_NC_VR06_841_2006,usa
A_Human_North_Carolina_6_2002,usa
A_Human_North_Carolina_NC_C02_4981_2002,usa
A_Human_NORTH_DAKOTA_1_2004,usa
A_Human_North_Dakota_ND_V2004_3168_CDC_2004,usa
A_Human_Ohio_OH_605_2006,usa
A_Human_OKLAHOMA_8_2004,usa
A_Human_Oklahoma_OK_V324_2003,usa
A_Human_Oklahoma_2_2002,usa
A_Human_Oregon_OR_F03_2072_2003,usa
A_Human_Oregon_OR_F05_1875_2005,usa
A_Human_Oregon_OR_F06_321_2006,usa
A_Human_Rhode_Island_RI_2005100001_2005,usa
A_Human_Rhode_Island_RI_FLU_05_031_ORIGINAL_2006,usa
A_Human_South_Carolina_SC_SC05_217_ORIGINAL_2005,usa
A_Human_South_Carolina_SC_X590_2005,usa
A_Human_South_Dakota_SD_558_04_2004,usa
A_Human_South_Dakota_SD_VR_4888_2004,usa
A_Human_South_Dakota_SD_VR1197_03_2003,usa
A_Human_South_Dakota_SD_VR36680_03_2003,usa
A_Human_MEMPHIS_1_2003,usa
A_Human_MEMPHIS_2_2003,usa
A_Human_MEMPHIS_3_2003,usa
A_Human_MEMPHIS_4_2003,usa
A_Human_MEMPHIS_32_2003,usa
A_Human_TENNESSEE_6_2004,usa
A_Human_MEMPHIS_10_2006,usa
A_Human_Tennessee_TN_676_2005,usa
A_Human_Tennessee_TN_679_2005,usa
A_Human_Tennessee_TN_777_2006,usa
A_Human_TEXAS_40_2003,usa
A_Human_TEXAS_140_2003,usa
A_Human_TEXAS_6_2004,usa
A_Human_Texas_TX_335_2901_BT_2003,usa
A_Human_Texas_TX_78104_2003,usa
A_Human_Texas_TX_78105_2003,usa
A_Human_Texas_TX_78106_2003,usa
A_Human_Texas_TX_78107_2003,usa
A_Human_Texas_TX_78108_2003,usa
A_Human_Texas_TX_78111_2003,usa
A_Human_Texas_TX_78112_2003,usa
A_Human_Texas_TX_78114_2003,usa
A_Human_Texas_TX_AC_19535_2003,usa
A_Human_Texas_TX_AC22291_2003,usa
A_Human_Texas_TX_AC22326_2003,usa
A_Human_Texas_TX_AC22472_2003,usa
A_Human_Texas_TX_AC22579_2003,usa
A_Human_Texas_TX_AC22588_2003,usa
A_Human_Texas_TX_AC24395_2003,usa
A_Human_Texas_TX_VC3_1265_2003,usa
A_Human_Texas_TX_VC3_1751_2003,usa
A_Human_Texas_TX_VC3_1785_2003,usa
A_Human_Texas_TX_VC3_2838_2003,usa
A_Human_Texas_TX_VC4_404_2004,usa
A_Human_Texas_TX_VC4_495_2004,usa
A_Human_Texas_TX_VC4_724_2004,usa
A_Human_Texas_TX_VC4_775_2004,usa
A_Human_Texas_TX_VC5_1434_2005,usa
A_Human_Texas_TX_VC5_1463_2005,usa
A_Human_Texas_TX_VC5_593_2005,usa
A_Human_Texas_4_2002,usa
A_Human_Texas_1_2002,usa
A_Human_Utah_UT_40322405_2003,usa
A_Human_Utah_UT_40414933_2004,usa
A_Human_Utah_UT_40415155_2004,usa
A_Human_Utah_UT_40500892_2005,usa
A_Human_Utah_UT_40519645_2005,usa
A_Human_Utah_6_2002,usa
A_Human_Virginia_VA_VA_777_03_2003,usa
A_Human_Virginia_VA_VA_V1_120_2006,usa
A_Human_Virginia_VA_VA_V1_28_2005,usa
A_Human_Virginia_VA_VA659_03_2003,usa
A_Human_Virginia_VA_VAV1_34_2005,usa
A_Human_Virginia_VA_W56472_2003,usa
A_Human_Vermont_VT_04VIR239_ORIGINAL_2003,usa
A_Human_Vermont_VT_04VIR253_ORIGINAL_2003,usa
A_Human_Vermont_VT_05VIR066_2004,usa
A_Human_WASHINGTON_1_2004,usa
A_Human_Washington_WA_04V_2240_2004,usa
A_Human_Washington_WA_V13_998_2003,usa
A_Human_Washington_WA_V130811_2003,usa
A_Human_Washington_WA_VI5_1873_2005,usa
A_Human_WASHINGTON_10_2006,usa
A_Human_WASHINGTON_11_2006,usa
A_Human_Washington_3_2002,usa
A_Human_Washington_DC_AHERN_L_2003,usa
A_Human_West_Virginia_WV_159_2003,usa
A_Human_West_Virginia_WV_198_2003,usa
A_Human_West_Virginia_WV_419_2005,usa
A_Human_West_Virginia_WV_449_2005,usa
A_Human_WISCONSIN_19_2004,usa
A_Human_WISCONSIN_67_2005,usa
A_Human_WISCONSIN_68_2005,usa
A_Human_Wisconsin_WI_03_VI_13573_2003,usa
A_Human_Wisconsin_WI_03_VI_52624_2003,usa
A_Human_Wisconsin_WI_03VI17748_2003,usa
A_Human_Wisconsin_WI_04_VI_187_2004,usa
A_Human_Wisconsin_WI_04_VI_42565_2004,usa
A_Human_Wisconsin_WI_04_VI_50662_2004,usa
A_Human_Wisconsin_WI_04_VI_564_2004,usa
A_Human_Wisconsin_WI_04_VI44150_2004,usa
A_Human_Wisconsin_WI_04VI50096_2004,usa
A_Human_Wisconsin_WI_04VI50096_ORIGINAL_2004,usa
A_Human_Wisconsin_WI_10_2005,usa
A_Human_Wisconsin_WI_11_2005,usa
A_Human_Wisconsin_WI_14_2005,usa
A_Human_Wisconsin_WI_15_2005,usa
A_Human_Wisconsin_WI_2_2005,usa
A_Human_Wisconsin_WI_90607201_2006,usa
A_Human_Wisconsin_WI_90609618_2006,usa
A_Human_Wisconsin_WI_06VI_68651_2006,usa
A_Human_Wisconsin_WI_06VI_68652_2006,usa
A_Human_Wisconsin_WI_06VI_70266_2006,usa
A_Human_WISCONSIN_44_2006,usa
A_Human_WYOMING_2_2003,usa
A_Human_WYOMING_3_2003,usa
A_Human_WYOMING_1_NEW_2006,usa
A_Human_Wyoming_WY_00114_ORIGINAL_2005,usa
A_Human_Wyoming_WY_00120_ORIGINAL_2005,usa
A_Human_Wyoming_WY_0049_2005,usa
A_Human_Wyoming_WY_0050_2005,usa
A_Human_Wyoming_WY_0052_2005,usa
A_Human_Wyoming_WY_0076_ORIGINAL_2005,usa
A_Human_Wyoming_WY_0078_ORIGINAL_2005,usa
A_Human_Wyoming_WY_0079_ORIGINAL_2005,usa
A_Human_Wyoming_WY_172_ORIGINAL_2006,usa
A_Human_Wyoming_WY_2003100054_2003,usa
A_Human_Wyoming_WY_2003100231_2003,usa
A_Human_Wyoming_WY_2003100267_2003,usa
A_Human_Vermont_VE_246971_ORIGINAL_2005,south_america
A_Human_Vermont_VE_254155_2005,south_america
A_Kenya_AF5627_2006,africa
A_Kenya_AF5626_2006,africa
A_Nairobi_5842_2006,africa
A_Nairobi_2041_2006,africa
A_Pretoria_17_2003,africa
A_Pretoria_16_2003,africa
A_Pretoria_2_2003,africa
A_Middleburg_45_2003,africa
A_Middleburg_41_2003,africa
A_Johannesburg_64_2003,africa
A_Johannesburg_50_2003,africa
A_Johannesburg_30_2003,africa
A_Johannesburg_28_2003,africa
A_Johannesburg_10_2003,africa
A_Johannesburg_4_2003,africa
A_Johannesburg_1_2003,africa
A_Johannesburg_30_2004,africa
A_Johannesburg_2_2004,africa
A_Johannesburg_1_2004,africa
A_Johannesburg_122_2005,africa
A_Johannesburg_301_2005,africa
A_ElSalvador_AF1042_2006,usa
A_ElSalvador_AF1041_2006,usa
A_Honduras_AF1069_2006,usa
A_Honduras_AF1071_2006,usa
A_Honduras_AF1070_2006,usa
A_Honduras_AF1068_2006,usa
A_Honduras_AF1066_2006,usa
A_Honduras_AF1067_2006,usa
A_Honduras_AF1065_2006,usa
A_Honduras_AF1064_2006,usa
A_Yucatan_844_2003,mexico
A_Yucatan_ME6057_2003,mexico
A_StaCatarina_339_2002,south_america
A_StaCatarina_327_2002,south_america
A_StaCatarina_311_2002,south_america
A_RioGdoSul_205_2002,south_america
A_RiodeJaneiro_346_2003,south_america
A_RiodeJaneiro_98_2003,south_america
A_RiodeJaneiro_107_2003,south_america
A_RiodeJaneiro_99_2003,south_america
A_RioGdoSul_214_2004,south_america
A_Parana_312_2004,south_america
A_StaCatarina_379_2004,south_america
A_RiodeJaneiro_17_2004,south_america
A_RioGdoSul_406_2004,south_america
A_StaCatarina_380_2004,south_america
A_RioGdoSul_417_2004,south_america
A_Parana_313_2004,south_america
A_Parana_291_2004,south_america
A_RioGdoSul_411_2004,south_america
A_RiodeJaneiro_26_2004,south_america
A_RioGdeSul_213_2004,south_america
A_Parana_308_2004,south_america
A_Parana_306_2004,south_america
A_RioGdoSul_211_2004,south_america
A_RioGdoSul_212_2004,south_america
A_MinasGerais_163_2004,south_america
A_Parana_298_2004,south_america
A_MinasGerais_154_2004,south_america
A_MinasGerais_160_2004,south_america
A_MinasGerais_156_2004,south_america
A_Cusco_FSC799_2005,south_america
A_Peru_166_2005,south_america
A_Cusco_FSC807_2005,south_america
A_Chanchamayo_FSJ1193_2006,south_america
A_Piura_FSP1261_2006,south_america
A_Piura_FSP1277_2006,south_america
A_Maldonado_FLU3591_2006,south_america
A_Tumbes_FLU3601_2006,south_america
A_Iquitos_FLU3615_2006,south_america
A_Piura_FLU3638_2006,south_america
A_Piura_FLU3646_2006,south_america
A_Lima_FLU3668_2006,south_america
A_Lima_FLU3728_2006,south_america
A_Lima_FLU3784_2006,south_america
A_Chanchamayo_FSJ1184_2006,south_america
A_Chanchamayo_FSJ1176_2006,south_america
A_Chanchamayo_FLU3803_2006,south_america
A_Hawaii_06_2006,usa
A_Hawaii_1_2004,usa
A_Hawaii_08_2006,usa
A_Hawaii_1_2006,usa
A_BritishColumbia_04_22645_2004,canada
A_BritishColumbia_04_09238_2004,canada
A_BritishColumbia_04_12419_2004,canada
A_BritishColumbia_04_2187_2004,canada
A_BritishColumbia_05_0033_2005,canada
A_BritishColumbia_03_2124_2003,canada
A_BritishColumbia_04_0884_2004,canada
A_BritishColumbia_04_1458_2004,canada
A_BritishColumbia_04_2624_2004,canada
