node	Loc	RTM184V
GQ999982	South Africa	sensitive
GQ999974	South Africa	sensitive
GU253411	South Africa	sensitive
node_748	South Africa	sensitive
DQ164111	South Africa	sensitive
MF373165	Europe	sensitive
node_1005	Central Africa	sensitive
node_1006	Central Africa	sensitive
HM191545	Europe	sensitive
HM191544	Europe	sensitive
node_1067	South Africa	sensitive
node_1068	South Africa	sensitive
FJ496214	Central Africa	sensitive
FJ496209	Central Africa	sensitive
AB285803	Horn of Africa	sensitive
KC156215	Southern Africa ex SA	sensitive
AY829273	Southern Africa ex SA	sensitive
node_1166	Central Africa	sensitive
node_1166	South Africa	
node_1166	Southern Africa ex SA	
AY136993	South Africa	sensitive
KM050449	Central Africa	sensitive
node_1282	Central Africa	sensitive
node_1285	Central Africa	sensitive
FR666621	Central Africa	sensitive
HM119992	Central Africa	sensitive
HM120131	Central Africa	sensitive
KM050180	Central Africa	sensitive
node_1293	Central Africa	sensitive
node_1320	Central Africa	sensitive
DQ369980	South Africa	sensitive
AY589875	South Africa	sensitive
FJ445734	Southern Africa ex SA	sensitive
HM119738	Central Africa	sensitive
HM002507	West Africa	resistant
HE588163	West Africa	sensitive
HM120023	Central Africa	sensitive
node_1335	Central Africa	sensitive
node_1338	Central Africa	sensitive
node_1339	Central Africa	resistant
node_1339		sensitive
GQ427139	Central Africa	sensitive
HM120080	Central Africa	sensitive
FR666620	Central Africa	sensitive
KM050758	Central Africa	sensitive
node_1391	Southern Africa ex SA	sensitive
node_1399	Southern Africa ex SA	sensitive
node_1409	Central Africa	sensitive
node_1521	Central Africa	sensitive
GU199570	Southern Africa ex SA	sensitive
GQ433864	Central Africa	sensitive
EU152409	South Africa	sensitive
node_1553	Central Africa	sensitive
HM120135	Central Africa	sensitive
KM050609	Central Africa	sensitive
node_1814	Central Africa	sensitive
GQ399875	Europe	sensitive
AY829326	Southern Africa ex SA	sensitive
node_1816	Central Africa	sensitive
node_1819	Central Africa	sensitive
KM050087	Central Africa	sensitive
node_1822	Central Africa	sensitive
node_1823	Central Africa	sensitive
EF602224	South Africa	sensitive
HM119927	Central Africa	sensitive
GQ427138	Central Africa	sensitive
KM050126	Central Africa	sensitive
node_1906	Central Africa	sensitive
node_1911	Central Africa	sensitive
node_1916	Central Africa	sensitive
node_1920	Central Africa	sensitive
AY829296	Southern Africa ex SA	sensitive
AF443077	Southern Africa ex SA	sensitive
AF443074	Southern Africa ex SA	sensitive
KX389612	West Africa	sensitive
node_1930	Central Africa	sensitive
node_1931	Central Africa	sensitive
EF195277	North America	sensitive
KM049900	Central Africa	sensitive
AY165196	Europe	sensitive
node_1953	Europe	sensitive
HM120022	Central Africa	sensitive
node_2068	Central Africa	sensitive
AM071446	Southern Africa ex SA	sensitive
KM050132	Central Africa	sensitive
GQ433818	Central Africa	sensitive
node_2073	Central Africa	sensitive
HM119969	Central Africa	sensitive
HM120004	Central Africa	sensitive
HM120105	Central Africa	sensitive
KM050106	Central Africa	sensitive
node_2154	Central Africa	sensitive
node_2155	Central Africa	sensitive
GQ400145	Europe	sensitive
MF373197	Europe	sensitive
EU251726	East Africa	sensitive
KM050560	Central Africa	sensitive
FN599776	West Africa	sensitive
FN599737	West Africa	sensitive
HM119706	Central Africa	sensitive
HE588162	West Africa	sensitive
EU152433	South Africa	sensitive
GQ433832	Central Africa	sensitive
KY989952	Europe	sensitive
GQ400298	Europe	sensitive
AF443099	Southern Africa ex SA	sensitive
KY658704	Southern Africa ex SA	sensitive
AY756826	Southern Africa ex SA	sensitive
GU199539	Southern Africa ex SA	sensitive
AY756840	Southern Africa ex SA	sensitive
node_2235	South Africa	sensitive
FJ199618	South Africa	sensitive
node_2255	South Africa	sensitive
node_2260	South Africa	sensitive
node_2261	South Africa	sensitive
node_2266	Central Africa	sensitive
AF411967	South Africa	sensitive
node_2272	Central Africa	sensitive
node_2276	Central Africa	sensitive
EU854545	South Africa	resistant
EU854543	South Africa	sensitive
AY585267	South Africa	sensitive
AY838566	South Africa	sensitive
HM119782	Central Africa	sensitive
HM119656	Central Africa	sensitive
node_2703	Asia	sensitive
node_2704	Asia	sensitive
FJ878951	Asia	sensitive
node_2707	Asia	sensitive
EF186964	Asia	resistant
FJ878949	Asia	sensitive
KM050725	Central Africa	sensitive
node_2714	Central Africa	sensitive
node_2717	Central Africa	sensitive
KM050764	Central Africa	sensitive
HM119758	Central Africa	sensitive
HM119678	Central Africa	sensitive
node_2724	Central Africa	sensitive
node_2730	Central Africa	sensitive
HM119788	Central Africa	sensitive
HM119742	Central Africa	sensitive
node_2741	Central Africa	sensitive
GQ427119	Central Africa	sensitive
AY589882	South Africa	resistant
HM119817	Central Africa	sensitive
EF602240	South Africa	sensitive
HM120033	Central Africa	sensitive
AY829308	Southern Africa ex SA	sensitive
KM050430	Central Africa	sensitive
GQ400369	Europe	sensitive
node_2749	Europe	sensitive
AY589905	South Africa	resistant
node_2755	South Africa	resistant
node_2755		sensitive
AM071454	Southern Africa ex SA	sensitive
AM071442	Southern Africa ex SA	sensitive
KM050340	Central Africa	sensitive
KM049911	Central Africa	sensitive
AY589910	South Africa	resistant
AY589894	South Africa	resistant
KX907394	East Africa	sensitive
KX907395	East Africa	sensitive
DQ011173	South Africa	sensitive
FR666608	Central Africa	sensitive
HM002515	West Africa	resistant
KC156130	South Africa	sensitive
GQ427122	Central Africa	sensitive
AY756871	Southern Africa ex SA	sensitive
HM120113	Central Africa	sensitive
HM119962	Central Africa	sensitive
EF602252	South Africa	sensitive
AY829304	Southern Africa ex SA	sensitive
AY829320	Southern Africa ex SA	sensitive
HM119639	Central Africa	sensitive
node_2790	Central Africa	sensitive
node_2793	Central Africa	sensitive
node_2804	Central Africa	sensitive
HM120065	Central Africa	sensitive
node_2821	South Africa	sensitive
AM071448	Southern Africa ex SA	sensitive
node_2827	Central Africa	sensitive
node_2831	Central Africa	sensitive
node_2834	Central Africa	sensitive
node_2838	Central Africa	sensitive
KM050711	Central Africa	sensitive
node_2842	Central Africa	sensitive
AF443081	Southern Africa ex SA	sensitive
HM119957	Central Africa	sensitive
AF110978	Southern Africa ex SA	sensitive
node_2918	Southern Africa ex SA	sensitive
DQ056415	South Africa	sensitive
HM119945	Central Africa	sensitive
AM071437	Southern Africa ex SA	sensitive
EU293444	South Africa	sensitive
AB485645	Central Africa	sensitive
node_2939	Central Africa	sensitive
AF286223	Asia	sensitive
node_2955	Central Africa	sensitive
FJ199671	South Africa	sensitive
node_2957	South Africa	sensitive
AM071424	Southern Africa ex SA	sensitive
HM119735	Central Africa	sensitive
AM260259	East Africa	sensitive
node_2978	East Africa	sensitive
AM260283	East Africa	sensitive
node_2981	East Africa	sensitive
node_2986	East Africa	sensitive
node_2993	East Africa	sensitive
node_3000	East Africa	sensitive
node_3268	East Africa	sensitive
AM260314	East Africa	sensitive
AM260235	East Africa	sensitive
node_3274	East Africa	sensitive
AM260304	East Africa	sensitive
AM260274	East Africa	sensitive
node_3281	East Africa	sensitive
node_3283	East Africa	sensitive
node_3288	Europe	sensitive
node_3295	East Africa	sensitive
AM260221	East Africa	sensitive
AM260275	East Africa	sensitive
node_3307	East Africa	sensitive
node_3496	South America	resistant
FJ591180	South America	resistant
FJ591238	South America	sensitive
node_3498	South America	resistant
node_3505	South America	resistant
node_3531	South America	resistant
EF379198	South America	sensitive
HQ127515	South America	sensitive
AY390188	South America	sensitive
DQ518524	South America	sensitive
EF379171	South America	sensitive
node_3540	South America	resistant
node_3540		sensitive
node_3544	South America	resistant
node_3544		sensitive
node_3577	South America	resistant
node_3577		sensitive
GU199529	Southern Africa ex SA	sensitive
AY196498	South Africa	sensitive
AY878068	South Africa	sensitive
node_293	South Africa	sensitive
node_295	South Africa	sensitive
AY901980	South Africa	sensitive
node_299	South Africa	sensitive
DQ396373	South Africa	sensitive
EU152440	South Africa	sensitive
EU152439	South Africa	sensitive
DQ164105	South Africa	sensitive
DQ056408	South Africa	sensitive
AY463220	South Africa	sensitive
JN687649	South Africa	sensitive
AY901979	South Africa	sensitive
node_631	South Africa	sensitive
EU854559	South Africa	resistant
HM120020	Central Africa	sensitive
GQ999987	South Africa	sensitive
DQ011174	South Africa	sensitive
DQ351226	South Africa	sensitive
node_663	South Africa	sensitive
DQ396385	South Africa	sensitive
FJ199632	South Africa	sensitive
AY136979	South Africa	sensitive
node_674	South Africa	sensitive
AY136954	South Africa	sensitive
node_690	South Africa	sensitive
node_693	South Africa	sensitive
node_694	South Africa	sensitive
DQ093585	South Africa	sensitive
GU253426	South Africa	sensitive
DQ164127	South Africa	sensitive
AY136996	South Africa	sensitive
HM119853	Central Africa	sensitive
HM119632	Central Africa	sensitive
GQ433853	Central Africa	sensitive
KM050723	Central Africa	sensitive
AY589876	South Africa	sensitive
node_1066	South Africa	sensitive
DQ351229	South Africa	sensitive
AY772691	South Africa	sensitive
AF443087	Southern Africa ex SA	sensitive
FJ199764	South Africa	sensitive
node_1273	Central Africa	sensitive
node_1281	Central Africa	sensitive
node_1283	Central Africa	sensitive
node_1284	Central Africa	sensitive
EF064480	West Africa	sensitive
node_1292	Central Africa	sensitive
node_1294	Central Africa	sensitive
node_1319	Central Africa	sensitive
EU152471	South Africa	sensitive
HM119804	Central Africa	sensitive
HM120072	Central Africa	sensitive
KX907338	East Africa	sensitive
EU251847	East Africa	resistant
HM119650	Central Africa	resistant
node_1354	Southern Africa ex SA	sensitive
node_1390	Southern Africa ex SA	sensitive
node_1395	Southern Africa ex SA	sensitive
node_1398	Central Africa	sensitive
node_1398	South Africa	
node_1398	Southern Africa ex SA	
node_1406	Central Africa	sensitive
node_1408	Southern Africa ex SA	sensitive
node_1476	Central Africa	sensitive
node_1520	Central Africa	sensitive
node_1551	Central Africa	sensitive
node_1552	South Africa	resistant
node_1812	Central Africa	sensitive
node_1813	Central Africa	sensitive
GU253428	South Africa	sensitive
KM050745	Central Africa	sensitive
HM119862	Central Africa	sensitive
KM050181	Central Africa	sensitive
KM050566	Central Africa	sensitive
node_1821	South Africa	sensitive
JN188292	South Africa	sensitive
KM050086	Central Africa	sensitive
node_1887	Central Africa	sensitive
node_1905	Central Africa	sensitive
node_1908	Central Africa	sensitive
node_1910	Central Africa	sensitive
node_1914	Central Africa	sensitive
node_1915	Central Africa	sensitive
GQ433852	Central Africa	sensitive
node_1919	Central Africa	sensitive
AF443088	Southern Africa ex SA	sensitive
node_1929	Central Africa	sensitive
AF443103	Southern Africa ex SA	sensitive
KM050532	Central Africa	sensitive
AY371693	Horn of Africa	sensitive
AY372165	Europe	sensitive
GQ433875	Central Africa	sensitive
GQ433803	Central Africa	sensitive
HM120005	Central Africa	sensitive
KM050105	Central Africa	sensitive
HM119971	Central Africa	sensitive
HM119816	Central Africa	sensitive
HM119812	Central Africa	sensitive
HM119828	Central Africa	sensitive
node_2233	South Africa	sensitive
node_2234	South Africa	sensitive
node_2245	South Africa	sensitive
node_2245	Southern Africa ex SA	
node_2254	South Africa	sensitive
node_2259	South Africa	sensitive
EU244669	South Africa	sensitive
AY901970	South Africa	sensitive
AY589896	South Africa	resistant
HM119882	Central Africa	sensitive
node_2265	Central Africa	sensitive
node_2268	Central Africa	sensitive
node_2271	Central Africa	sensitive
node_2274	Central Africa	sensitive
node_2275	Central Africa	sensitive
node_2656	Asia	sensitive
node_2702	Asia	sensitive
EU683757	Asia	sensitive
DQ826630	Asia	sensitive
AY789995	Horn of Africa	sensitive
node_2706	Asia	sensitive
GQ399252	Europe	sensitive
node_2713	Central Africa	sensitive
HM119930	Central Africa	sensitive
node_2716	Central Africa	sensitive
node_2716	Central America	
HM119779	Central Africa	sensitive
HM119618	Central Africa	sensitive
node_2726	Central Africa	sensitive
node_2729	Central Africa	sensitive
KM050718	Central Africa	sensitive
node_2740	Central Africa	sensitive
AY165223	Europe	sensitive
JF683757	Europe	sensitive
AY589885	South Africa	resistant
node_2754	South Africa	sensitive
HM119918	Central Africa	sensitive
HM119785	Central Africa	sensitive
HM119658	Central Africa	sensitive
node_2792	Southern Africa ex SA	sensitive
node_2802	Central Africa	sensitive
node_2802	Europe	
node_2802	Southern Africa ex SA	
node_2803	Central Africa	sensitive
node_2820	South Africa	sensitive
EF602188	South Africa	sensitive
AY253322	East Africa	sensitive
node_2826	Central Africa	sensitive
node_2828	Central Africa	sensitive
node_2830	Central Africa	sensitive
HM120079	Central Africa	sensitive
node_2833	Central Africa	sensitive
node_2836	Central Africa	sensitive
node_2837	Central Africa	sensitive
AY435293	East Africa	sensitive
KM050727	Central Africa	sensitive
KY658711	Southern Africa ex SA	sensitive
node_2917	Southern Africa ex SA	sensitive
AF107381	Central Africa	sensitive
AF107378	Central Africa	sensitive
node_2945	Central Africa	sensitive
node_2954	Central Africa	sensitive
DQ369986	South Africa	sensitive
FJ199668	South Africa	sensitive
node_2975	East Africa	sensitive
node_2977	East Africa	sensitive
node_2977	Europe	
AM260273	East Africa	sensitive
node_2980	East Africa	sensitive
node_2985	East Africa	sensitive
HM191529	Europe	sensitive
node_2989	East Africa	sensitive
node_2992	East Africa	sensitive
node_2995	East Africa	sensitive
node_2999	East Africa	sensitive
node_3013	East Africa	sensitive
node_3267	East Africa	sensitive
AM260316	East Africa	sensitive
EU251757	East Africa	sensitive
AM260262	East Africa	sensitive
node_3280	East Africa	sensitive
EU251870	East Africa	sensitive
EU251845	East Africa	sensitive
GQ399970	Europe	sensitive
node_3287	Europe	sensitive
HM191530	Europe	resistant
node_3294	East Africa	sensitive
node_3305	East Africa	sensitive
node_3306	East Africa	sensitive
node_3428	South America	resistant
node_3495	South America	resistant
GQ401324	South America	sensitive
FJ591468	South America	resistant
EU293534	South America	resistant
node_3504	South America	resistant
node_3513	South America	resistant
node_3530	South America	resistant
node_3538	South America	resistant
node_3538		sensitive
node_3539	Europe	sensitive
node_3543	South America	resistant
node_3543		sensitive
GQ401300	South America	sensitive
node_3545	South America	resistant
node_3545		sensitive
node_3576	South America	resistant
node_3576		sensitive
node_288	South Africa	sensitive
node_292	South Africa	sensitive
EF602221	South Africa	sensitive
DQ396377	South Africa	sensitive
EU244691	South Africa	sensitive
node_298	South Africa	sensitive
DQ093599	South Africa	sensitive
FJ199761	South Africa	sensitive
node_642	South Africa	sensitive
node_662	South Africa	sensitive
DQ011169	South Africa	sensitive
AY703908	South Africa	sensitive
EU854532	South Africa	resistant
GQ999978	South Africa	sensitive
node_692	South Africa	sensitive
DQ275657	South Africa	sensitive
FJ199751	South Africa	sensitive
DQ396378	South Africa	sensitive
DQ351235	South Africa	sensitive
node_1065	Southern Africa ex SA	sensitive
node_1258	Central Africa	sensitive
node_1272	Central Africa	sensitive
node_1279	Central Africa	sensitive
node_1280	Central Africa	sensitive
KM050031	Central Africa	sensitive
HM120066	Central Africa	sensitive
KM050538	Central Africa	sensitive
KM050553	Central Africa	sensitive
node_1290	Central Africa	sensitive
node_1291	Central Africa	sensitive
AY734558	East Africa	sensitive
KM050743	Central Africa	sensitive
node_1306	Central Africa	sensitive
node_1318	Central Africa	sensitive
node_1353	Southern Africa ex SA	sensitive
KC156212	Southern Africa ex SA	sensitive
node_1356	Southern Africa ex SA	sensitive
node_1389	South Africa	sensitive
node_1389	Southern Africa ex SA	
node_1393	Southern Africa ex SA	sensitive
node_1394	Southern Africa ex SA	sensitive
HM119960	Central Africa	sensitive
node_1397	South Africa	sensitive
node_1404	Central Africa	sensitive
node_1405	Central Africa	sensitive
AY829270	Southern Africa ex SA	sensitive
node_1407	Southern Africa ex SA	sensitive
node_1420	Central Africa	sensitive
node_1475	Central Africa	sensitive
node_1477	Central Africa	sensitive
node_1519	Central Africa	sensitive
node_1548	Central Africa	sensitive
node_1550	Central Africa	sensitive
EU854529	South Africa	resistant
EU854528	South Africa	resistant
node_1561	Central Africa	sensitive
node_1811	Central Africa	sensitive
HM119616	Central Africa	sensitive
KM050709	Central Africa	sensitive
BD437626	South Africa	sensitive
AY162224	South Africa	sensitive
node_1833	Central Africa	sensitive
node_1886	Central Africa	sensitive
node_1889	Central Africa	sensitive
node_1904	Central Africa	sensitive
AF443100	Southern Africa ex SA	sensitive
node_1907	Central Africa	sensitive
FJ496198	Central Africa	sensitive
node_1909	Central Africa	sensitive
HM119754	Central Africa	sensitive
node_1913	Central Africa	sensitive
GQ400431	Europe	sensitive
HE588160	West Africa	sensitive
node_1917	Central Africa	sensitive
node_1918	Central Africa	sensitive
KM050238	Central Africa	sensitive
node_1928	Central Africa	sensitive
EF602183	South Africa	sensitive
node_2232	South Africa	resistant
EU854509	South Africa	resistant
EF602190	South Africa	sensitive
node_2238	Southern Africa ex SA	sensitive
node_2244	South Africa	sensitive
node_2244	Southern Africa ex SA	
node_2252	South Africa	sensitive
node_2253	South Africa	sensitive
node_2253	Southern Africa ex SA	
EF602589	Southern Africa ex SA	sensitive
node_2258	South Africa	sensitive
HM120115	Central Africa	sensitive
HM119946	Central Africa	sensitive
JN687647	South Africa	sensitive
KM050004	Central Africa	sensitive
node_2269	Central Africa	sensitive
node_2270	Central Africa	sensitive
HM119961	Central Africa	sensitive
node_2273	Central Africa	sensitive
AY756862	Southern Africa ex SA	sensitive
KM050231	Central Africa	sensitive
node_2324	Asia	sensitive
node_2655	Asia	sensitive
node_2696	Asia	sensitive
node_2701	Asia	sensitive
EU030417	Asia	sensitive
DQ826612	Asia	sensitive
KM050370	Central Africa	sensitive
HM119916	Central Africa	sensitive
DQ113384	Central America	resistant
KX069225	Asia	sensitive
AM071441	Southern Africa ex SA	sensitive
node_2725	Central Africa	sensitive
KM050011	Central Africa	sensitive
node_2728	Central Africa	sensitive
GU253424	South Africa	sensitive
HM119701	Central Africa	sensitive
GU253410	South Africa	sensitive
GU253409	South Africa	sensitive
AY829321	Southern Africa ex SA	sensitive
node_2791	Southern Africa ex SA	sensitive
node_2801	Europe	sensitive
FJ445709	Southern Africa ex SA	resistant
KM050059	Central Africa	sensitive
KM050060	Central Africa	sensitive
node_2811	South Africa	sensitive
node_2819	South Africa	sensitive
AY589937	South Africa	sensitive
node_2825	Central Africa	sensitive
HM120125	Central Africa	sensitive
HM119935	Central Africa	sensitive
GU199545	Southern Africa ex SA	sensitive
node_2829	Central Africa	sensitive
HM119716	Central Africa	sensitive
HM120119	Central Africa	sensitive
AB254142	Central Africa	sensitive
node_2835	Central Africa	sensitive
HM119803	Central Africa	sensitive
KC156218	Southern Africa ex SA	sensitive
AF110977	Southern Africa ex SA	sensitive
AF110976	Southern Africa ex SA	sensitive
node_2944	Central Africa	sensitive
GU199560	Southern Africa ex SA	sensitive
node_2949	Central Africa	sensitive
node_2953	Central Africa	sensitive
node_2972	East Africa	sensitive
node_2974	East Africa	sensitive
GQ401022	Europe	sensitive
node_2976	Europe	sensitive
AM260291	East Africa	sensitive
AM260249	East Africa	sensitive
GQ400585	Europe	sensitive
node_2984	East Africa	sensitive
node_2987	East Africa	sensitive
node_2988	East Africa	sensitive
node_2988	Europe	
node_2990	East Africa	sensitive
node_2991	East Africa	sensitive
AM260270	East Africa	sensitive
AM260246	East Africa	sensitive
node_2997	East Africa	sensitive
node_2998	East Africa	sensitive
node_3003	East Africa	sensitive
node_3012	East Africa	sensitive
node_3068	East Africa	sensitive
node_3266	Horn of Africa	sensitive
node_3279	East Africa	sensitive
AM260256	East Africa	sensitive
node_3285	Europe	sensitive
node_3286	Europe	sensitive
AM260245	East Africa	sensitive
node_3293	East Africa	sensitive
node_3303	East Africa	sensitive
node_3304	East Africa	sensitive
GQ399768	Europe	sensitive
AM260269	East Africa	sensitive
node_3344	South America	resistant
node_3427	South America	resistant
node_3429	South America	resistant
node_3494	South America	resistant
FJ591181	South America	sensitive
node_3503	South America	resistant
node_3511	South America	resistant
node_3512	South America	resistant
node_3512		sensitive
node_3517	South America	resistant
node_3529	South America	resistant
AY727525	South America	sensitive
FJ591317	South America	resistant
GU969571	Europe	sensitive
GU969543	Europe	sensitive
node_3542	South America	sensitive
EF379168	South America	sensitive
DQ518537	South America	sensitive
FJ784207	South America	sensitive
node_3569	South America	resistant
node_3569		sensitive
node_3575	South America	resistant
node_3575		sensitive
AY136956	South Africa	sensitive
node_287	South Africa	sensitive
node_291	South Africa	sensitive
GQ999973	South Africa	sensitive
EU152420	South Africa	sensitive
EU152419	South Africa	sensitive
FJ199565	South Africa	sensitive
node_641	South Africa	sensitive
node_644	South Africa	sensitive
node_661	South Africa	sensitive
DQ351233	South Africa	sensitive
GU253401	South Africa	sensitive
GU199526	Southern Africa ex SA	sensitive
node_1064	Southern Africa ex SA	sensitive
node_1185	Central Africa	sensitive
node_1257	Central Africa	sensitive
node_1269	Central Africa	sensitive
node_1271	Central Africa	sensitive
node_1271	West Africa	
node_1275	Central Africa	sensitive
node_1278	Central Africa	sensitive
GQ433825	Central Africa	sensitive
KM050640	Central Africa	sensitive
AB254149	Central Africa	sensitive
HM119974	Central Africa	sensitive
EU248569	Europe	sensitive
HM119652	Central Africa	sensitive
node_1301	Central Africa	sensitive
node_1305	Central Africa	sensitive
node_1309	Central Africa	sensitive
node_1317	South Africa	sensitive
GU199568	Southern Africa ex SA	sensitive
AY136999	South Africa	sensitive
node_1355	Southern Africa ex SA	sensitive
EF602604	Southern Africa ex SA	sensitive
node_1363	South Africa	sensitive
node_1363	Southern Africa ex SA	
node_1388	Central Africa	sensitive
node_1388	South Africa	
node_1388	Southern Africa ex SA	
EF602583	Southern Africa ex SA	sensitive
node_1392	Southern Africa ex SA	sensitive
GU199567	Southern Africa ex SA	sensitive
AY589917	South Africa	resistant
AY158533	South Africa	sensitive
node_1396	South Africa	sensitive
node_1402	Central Africa	sensitive
node_1403	Central Africa	sensitive
KM050406	Central Africa	sensitive
KM050407	Central Africa	sensitive
AF443080	Southern Africa ex SA	sensitive
KY658706	Southern Africa ex SA	sensitive
node_1411	Central Africa	sensitive
node_1419	Central Africa	sensitive
node_1474	Central Africa	sensitive
KX907345	East Africa	sensitive
HM120124	Central Africa	sensitive
EF602621	Southern Africa ex SA	sensitive
node_1504	Central Africa	sensitive
node_1518	Central Africa	sensitive
node_1518	South Africa	
KM050272	Central Africa	sensitive
HE588158	West Africa	sensitive
HM119690	Central Africa	sensitive
node_1549	Central Africa	sensitive
node_1559	Central Africa	sensitive
node_1560	Central Africa	sensitive
node_1651	Central Africa	sensitive
node_1810	Central Africa	sensitive
node_1831	Central Africa	sensitive
node_1832	Central Africa	sensitive
node_1836	Central Africa	sensitive
node_1885	Central Africa	sensitive
AY829323	Southern Africa ex SA	sensitive
node_1888	Central Africa	sensitive
node_1899	Central Africa	sensitive
node_1903	Central Africa	sensitive
KM050455	Central Africa	sensitive
KM050070	Central Africa	sensitive
FJ496199	Central Africa	sensitive
FJ496195	Central Africa	sensitive
AB254141	Central Africa	sensitive
KM050200	Central Africa	sensitive
HM119905	Central Africa	sensitive
HM119988	Central Africa	sensitive
AY694304	Europe	sensitive
HM119959	Central Africa	sensitive
HM119761	Central Africa	sensitive
node_1927	Central Africa	sensitive
EU854539	South Africa	resistant
EU854538	South Africa	resistant
AM071431	Southern Africa ex SA	sensitive
GU199548	Southern Africa ex SA	sensitive
node_2239	Southern Africa ex SA	sensitive
node_2243	South Africa	sensitive
node_2251	South Africa	sensitive
EU312784	Central America	sensitive
GU199530	Southern Africa ex SA	sensitive
EU244671	South Africa	sensitive
JF683768	Europe	sensitive
node_2257	South Africa	sensitive
GQ433871	Central Africa	sensitive
GQ433868	Central Africa	sensitive
HQ843518	West Africa	sensitive
HM119787	Central Africa	sensitive
AY829303	Southern Africa ex SA	sensitive
KM050410	Central Africa	sensitive
node_2319	Asia	sensitive
node_2323	Asia	sensitive
node_2325	Asia	sensitive
node_2654	Asia	sensitive
node_2669	Asia	sensitive
node_2695	Asia	sensitive
node_2697	Asia	sensitive
node_2700	Asia	sensitive
GQ433849	Central Africa	sensitive
HM119682	Central Africa	sensitive
GQ433869	Central Africa	sensitive
node_2727	Central Africa	sensitive
AY829338	Southern Africa ex SA	sensitive
AY829331	Southern Africa ex SA	sensitive
GQ400428	Europe	sensitive
KT124786	Europe	sensitive
AY165272	Europe	sensitive
node_2810	South Africa	sensitive
node_2817	Europe	sensitive
node_2818	South Africa	sensitive
node_2824	South Africa	sensitive
HM119747	Central Africa	sensitive
EU856363	Southern Africa ex SA	sensitive
HM119977	Central Africa	sensitive
HM119970	Central Africa	sensitive
KM050079	Central Africa	sensitive
HM120121	Central Africa	sensitive
KM050742	Central Africa	sensitive
node_2947	Central Africa	sensitive
node_2948	Central Africa	sensitive
KM050360	Central Africa	sensitive
node_2952	Central Africa	sensitive
node_2971	East Africa	sensitive
AM041050	Central Africa	sensitive
AM260248	East Africa	sensitive
node_2973	East Africa	sensitive
EU255476	Europe	sensitive
EU255513	Europe	sensitive
AM260258	East Africa	sensitive
AM260282	East Africa	sensitive
AM260312	East Africa	sensitive
AM260244	East Africa	sensitive
EU248393	Europe	sensitive
HM119898	Central Africa	sensitive
AM260294	East Africa	sensitive
HM191531	Europe	sensitive
AM260281	East Africa	sensitive
AM260227	East Africa	sensitive
AM260277	East Africa	sensitive
node_2996	East Africa	sensitive
AM260295	East Africa	sensitive
AM260223	East Africa	sensitive
node_3001	East Africa	sensitive
node_3002	East Africa	sensitive
node_3009	East Africa	sensitive
node_3011	East Africa	sensitive
node_3015	East Africa	sensitive
node_3067	East Africa	sensitive
node_3149	Horn of Africa	sensitive
node_3265	Horn of Africa	sensitive
AM260233	East Africa	sensitive
EU251842	East Africa	sensitive
HM191536	Europe	resistant
node_3284	Europe	resistant
node_3284		sensitive
HM191535	Europe	sensitive
HM191534	Europe	sensitive
node_3291	West Africa	sensitive
node_3292	East Africa	sensitive
node_3302	East Africa	sensitive
AM260287	East Africa	sensitive
AM260271	East Africa	sensitive
AM260243	East Africa	sensitive
node_3326	South America	resistant
node_3326		sensitive
node_3343	South America	resistant
node_3416	South America	resistant
node_3426	South America	resistant
EU340722	South America	sensitive
FJ591381	South America	resistant
node_3451	South America	resistant
node_3451		sensitive
node_3493	South America	resistant
node_3501	South America	resistant
node_3501		sensitive
node_3502	South America	resistant
node_3510	South America	resistant
FJ591425	South America	resistant
EF379203	South America	sensitive
JX140663	South America	sensitive
DQ190951	South America	sensitive
node_3516	South America	resistant
node_3526	South America	resistant
node_3528	South America	resistant
GQ401302	South America	sensitive
EU340709	South America	sensitive
node_3567	South America	resistant
node_3568	South America	resistant
node_3568		sensitive
node_3570	South America	resistant
node_3570		sensitive
node_3574	South America	resistant
node_3574		sensitive
DQ164107	South Africa	sensitive
FJ199723	South Africa	sensitive
node_289	South Africa	sensitive
node_290	South Africa	sensitive
DQ351222	South Africa	sensitive
FJ199595	South Africa	sensitive
DQ093587	South Africa	sensitive
node_643	South Africa	sensitive
node_657	South Africa	sensitive
node_660	South Africa	sensitive
node_1061	Southern Africa ex SA	sensitive
node_1063	Southern Africa ex SA	sensitive
node_1172	Central Africa	sensitive
node_1184	Central Africa	sensitive
node_1254	Central Africa	sensitive
node_1256	Central Africa	sensitive
node_1259	Central Africa	sensitive
node_1268	Central Africa	sensitive
AM071430	Southern Africa ex SA	sensitive
node_1270	West Africa	sensitive
HM119807	Central Africa	sensitive
node_1274	Europe	sensitive
HM120081	Central Africa	sensitive
node_1277	Central Africa	sensitive
node_1300	Central Africa	sensitive
node_1300	Southern Africa ex SA	
GQ433872	Central Africa	sensitive
node_1302	South Africa	sensitive
node_1304	Central Africa	sensitive
node_1307	Central Africa	sensitive
node_1308	Central Africa	sensitive
DQ369993	South Africa	sensitive
node_1316	South Africa	sensitive
AY713413	Southern Africa ex SA	sensitive
KC156221	South Africa	sensitive
node_1357	South Africa	sensitive
node_1357	Southern Africa ex SA	
node_1362	South Africa	sensitive
node_1362	Southern Africa ex SA	
node_1383	Central Africa	sensitive
node_1383	South Africa	
node_1387	South Africa	sensitive
GU326172	Europe	sensitive
