node	Loc	RTM184V
node_2931	Central Africa	sensitive
node_2932	Central Africa	sensitive
node_2937	Central Africa	sensitive
node_2964	Central Africa	sensitive
node_3315	East Africa	sensitive
node_3319	East Africa	sensitive
AM260264	East Africa	sensitive
node_3321	East Africa	sensitive
GQ401311	South America	sensitive
node_3582	South America	resistant
node_3582		sensitive
DQ056418	South Africa	sensitive
AY772694	South Africa	sensitive
node_263	South Africa	sensitive
node_264	South Africa	sensitive
DQ369995	South Africa	sensitive
node_267	South Africa	sensitive
GU253407	South Africa	sensitive
node_272	South Africa	sensitive
node_275	South Africa	sensitive
FJ199594	South Africa	sensitive
DQ011165	South Africa	sensitive
DQ056413	South Africa	sensitive
FJ199662	South Africa	sensitive
node_281	South Africa	sensitive
node_304	South Africa	sensitive
node_306	South Africa	sensitive
AY901972	South Africa	sensitive
node_312	South Africa	sensitive
AY136998	South Africa	sensitive
AY136982	South Africa	sensitive
AY585265	South Africa	sensitive
AY838568	South Africa	sensitive
EU152416	South Africa	sensitive
AY196506	South Africa	sensitive
DQ396370	South Africa	sensitive
FJ199694	South Africa	sensitive
EF602206	South Africa	sensitive
node_422	South Africa	sensitive
node_429	South Africa	sensitive
EF602223	South Africa	sensitive
DQ445634	South Africa	sensitive
FJ199640	South Africa	sensitive
AY756882	Southern Africa ex SA	sensitive
node_439	South Africa	sensitive
AY756858	Southern Africa ex SA	sensitive
node_442	Southern Africa ex SA	sensitive
AY829298	Southern Africa ex SA	sensitive
node_444	Southern Africa ex SA	sensitive
AM071445	Southern Africa ex SA	sensitive
HM120035	Central Africa	sensitive
AY136959	South Africa	sensitive
node_470	Southern Africa ex SA	sensitive
AY756860	Southern Africa ex SA	sensitive
node_477	South Africa	sensitive
HM119663	Central Africa	sensitive
node_481	Southern Africa ex SA	sensitive
AY589889	South Africa	sensitive
AY589922	South Africa	sensitive
GQ400095	Europe	sensitive
GQ400025	Europe	sensitive
AY585264	South Africa	sensitive
AY838565	South Africa	sensitive
DQ164119	South Africa	sensitive
FJ199772	South Africa	sensitive
node_637	South Africa	sensitive
DQ369992	South Africa	sensitive
node_670	South Africa	sensitive
node_679	South Africa	sensitive
node_686	South Africa	sensitive
node_699	South Africa	sensitive
GQ999989	South Africa	sensitive
node_708	South Africa	sensitive
GU199542	Southern Africa ex SA	sensitive
DQ369990	South Africa	sensitive
node_718	South Africa	sensitive
AY196516	South Africa	sensitive
DQ351221	South Africa	sensitive
FJ199728	South Africa	sensitive
node_737	South Africa	sensitive
node_741	South Africa	sensitive
DQ396375	South Africa	sensitive
FJ199744	South Africa	sensitive
node_746	South Africa	sensitive
node_752	South Africa	sensitive
node_757	South Africa	sensitive
node_758	South Africa	sensitive
EU152442	South Africa	sensitive
DQ396374	South Africa	sensitive
DQ396371	South Africa	sensitive
DQ351219	South Africa	sensitive
node_778	South Africa	sensitive
node_779	South Africa	sensitive
node_789	South Africa	sensitive
node_792	South Africa	sensitive
EF602181	South Africa	sensitive
EF602176	South Africa	sensitive
EU854484	South Africa	resistant
GU253412	South Africa	sensitive
AY136964	South Africa	sensitive
node_807	South Africa	sensitive
AY901975	South Africa	sensitive
node_815	South Africa	sensitive
GU199541	Southern Africa ex SA	sensitive
node_830	South Africa	sensitive
AY878054	South Africa	sensitive
node_834	South Africa	sensitive
DQ164110	South Africa	sensitive
node_838	South Africa	resistant
node_844	South Africa	sensitive
node_846	South Africa	sensitive
node_851	South Africa	sensitive
node_852	South Africa	sensitive
node_854	South Africa	sensitive
node_856	South Africa	sensitive
FR666625	Central Africa	sensitive
HM119790	Central Africa	sensitive
EU251855	East Africa	sensitive
HM119950	Central Africa	sensitive
GU271173	Europe	sensitive
GU271172	Europe	sensitive
node_1011	Central Africa	sensitive
node_1012	Central Africa	sensitive
HM120071	Central Africa	sensitive
HM119914	Central Africa	sensitive
GQ433829	Central Africa	sensitive
KM049973	Central Africa	sensitive
HM119645	Central Africa	sensitive
KM050230	Central Africa	sensitive
HM119819	Central Africa	sensitive
HM119629	Central Africa	sensitive
HM191543	Europe	resistant
node_1048	Europe	sensitive
node_1053	Europe	resistant
node_1053		sensitive
HM191549	Europe	resistant
node_1073	Central Africa	sensitive
node_1074	Central Africa	sensitive
node_1163	Central Africa	sensitive
node_1164	Central Africa	sensitive
node_1171	Central Africa	sensitive
node_1329	Central Africa	sensitive
node_1343	Central Africa	sensitive
node_1347	Central Africa	sensitive
node_1526	Central Africa	sensitive
node_1527	Central Africa	sensitive
node_1527	Southern Africa ex SA	
AY756849	Southern Africa ex SA	sensitive
GU199571	Southern Africa ex SA	sensitive
AY829291	Southern Africa ex SA	sensitive
HM119982	Central Africa	sensitive
node_1827	Central Africa	sensitive
node_1936	Central Africa	sensitive
node_1941	Central Africa	sensitive
node_1943	Central Africa	sensitive
node_1957	Europe	sensitive
AB285752	Horn of Africa	sensitive
node_2058	Central Africa	sensitive
node_2062	Central Africa	sensitive
GQ433890	Central Africa	sensitive
KM050225	Central Africa	sensitive
node_2077	Central Africa	sensitive
HM119776	Central Africa	sensitive
EU293445	South Africa	sensitive
KM050437	Central Africa	sensitive
node_2086	Central Africa	sensitive
node_2088	Central Africa	sensitive
KM050321	Central Africa	sensitive
KM050320	Central Africa	sensitive
node_2096	Central Africa	sensitive
node_2101	Central Africa	sensitive
HM119614	Central Africa	sensitive
KM050677	Central Africa	sensitive
GQ433834	Central Africa	sensitive
node_2108	Central Africa	sensitive
node_2112	Central Africa	sensitive
node_2113	Central Africa	sensitive
AY756864	Southern Africa ex SA	sensitive
KM049921	Central Africa	sensitive
HM119886	Central Africa	sensitive
node_2136	Central Africa	sensitive
node_2147	Central Africa	sensitive
node_2150	Central Africa	sensitive
node_2162	Central Africa	sensitive
node_2167	Central Africa	sensitive
HM119654	Central Africa	sensitive
KU749426	Central Africa	sensitive
node_2176	West Africa	sensitive
node_2179	Central Africa	sensitive
EU293446	South Africa	sensitive
node_2181	Central Africa	sensitive
node_2186	Central Africa	sensitive
node_2187	Central Africa	sensitive
AM071413	Southern Africa ex SA	sensitive
node_2189	Central Africa	sensitive
node_2197	Central Africa	sensitive
node_2199	Central Africa	sensitive
HM120137	Central Africa	sensitive
KM050119	Central Africa	sensitive
node_2211	Central Africa	sensitive
node_2216	Central Africa	sensitive
node_2221	Central Africa	sensitive
node_2224	Central Africa	sensitive
node_2228	Central Africa	sensitive
node_2229	Central Africa	sensitive
node_2281	Central Africa	sensitive
node_2286	Central Africa	sensitive
node_2292	Central Africa	sensitive
node_2296	Central Africa	sensitive
node_2298	Central Africa	sensitive
node_2301	Central Africa	sensitive
EF602228	South Africa	sensitive
EF602202	South Africa	sensitive
AY829299	Southern Africa ex SA	sensitive
HM119674	Central Africa	sensitive
KM050179	Central Africa	sensitive
node_2315	South Africa	sensitive
node_2721	Central Africa	sensitive
node_2735	Central Africa	sensitive
node_2753	Central Africa	sensitive
node_2762	Central Africa	sensitive
node_2772	Central Africa	sensitive
node_2777	Central Africa	sensitive
node_2797	Central Africa	sensitive
node_2799	Central Africa	sensitive
node_2799	South Africa	
node_2847	Central Africa	sensitive
node_2849	Central Africa	sensitive
AY165253	Europe	sensitive
AY165252	Europe	sensitive
HM119759	Central Africa	sensitive
node_2856	Central Africa	sensitive
node_2866	Central Africa	sensitive
node_2867	Central Africa	sensitive
HM119923	Central Africa	sensitive
node_2870	Central Africa	sensitive
node_2870	South Africa	
HM119680	Central Africa	sensitive
node_2874	Central Africa	sensitive
KM050388	Central Africa	sensitive
node_2876	South Africa	sensitive
HM119885	Central Africa	sensitive
node_2881	Southern Africa ex SA	sensitive
HM120093	Central Africa	sensitive
node_2883	Central Africa	sensitive
HM119967	Central Africa	sensitive
node_2895	Central Africa	sensitive
GQ400699	Europe	sensitive
AM933272	Europe	resistant
KX907400	East Africa	sensitive
KX907425	East Africa	sensitive
HM119723	Central Africa	sensitive
node_2908	Central Africa	sensitive
node_2908	South Africa	
KM049922	Central Africa	sensitive
node_2910	Central Africa	sensitive
node_2915	Central America	sensitive
KM049902	Central Africa	sensitive
node_2926	Central Africa	sensitive
GQ433812	Central Africa	sensitive
HM120127	Central Africa	sensitive
node_2930	Southern Africa ex SA	sensitive
AY829316	Southern Africa ex SA	sensitive
KM049943	Central Africa	sensitive
AY829300	Southern Africa ex SA	sensitive
node_2936	Central Africa	sensitive
node_2963	Central Africa	sensitive
HM119836	Central Africa	sensitive
node_3278	East Africa	sensitive
node_3314	East Africa	sensitive
node_3317	East Africa	sensitive
node_3318	East Africa	sensitive
HM164129	East Africa	sensitive
AF388161	East Africa	sensitive
node_3324	South America	resistant
node_3324		sensitive
node_3581	South America	resistant
node_3581		sensitive
node_262	South Africa	sensitive
AY589904	South Africa	resistant
AY136957	South Africa	sensitive
EU244687	South Africa	sensitive
DQ369997	South Africa	sensitive
GQ999975	South Africa	sensitive
DQ445635	South Africa	sensitive
FJ199712	South Africa	sensitive
AY589935	South Africa	sensitive
node_274	South Africa	sensitive
DQ093586	South Africa	sensitive
FJ199735	South Africa	sensitive
node_303	South Africa	sensitive
EF602250	South Africa	sensitive
node_305	South Africa	sensitive
AY136958	South Africa	sensitive
DQ369982	South Africa	sensitive
DQ164126	South Africa	sensitive
EF602212	South Africa	sensitive
EF602196	South Africa	sensitive
node_427	South Africa	sensitive
node_428	South Africa	sensitive
EU854518	South Africa	sensitive
EU854517	South Africa	sensitive
AY756863	Southern Africa ex SA	sensitive
KC156127	South Africa	sensitive
AF443090	Southern Africa ex SA	sensitive
AF443076	Southern Africa ex SA	sensitive
AM071447	Southern Africa ex SA	sensitive
AM071422	Southern Africa ex SA	sensitive
JX140664	South Africa	sensitive
node_476	Europe	sensitive
EF602620	Southern Africa ex SA	sensitive
AY756877	Southern Africa ex SA	sensitive
node_630	South Africa	sensitive
node_636	South Africa	sensitive
node_668	South Africa	sensitive
node_669	South Africa	sensitive
node_671	South Africa	sensitive
node_678	South Africa	sensitive
DQ351218	South Africa	sensitive
node_685	South Africa	sensitive
DQ396394	South Africa	sensitive
node_698	South Africa	sensitive
node_707	South Africa	sensitive
EU293447	South Africa	sensitive
DQ056411	South Africa	sensitive
AY878056	South Africa	sensitive
DQ093588	South Africa	sensitive
node_736	South Africa	sensitive
node_738	South Africa	sensitive
node_740	South Africa	sensitive
FJ199610	South Africa	sensitive
node_745	South Africa	sensitive
AY136955	South Africa	sensitive
node_751	South Africa	sensitive
node_756	South Africa	sensitive
AY772692	South Africa	sensitive
EU854501	South Africa	resistant
AY878063	South Africa	sensitive
DQ369976	South Africa	sensitive
FJ199696	South Africa	sensitive
DQ351220	South Africa	sensitive
FJ199628	South Africa	sensitive
EF602219	South Africa	sensitive
FJ199768	South Africa	sensitive
EU854553	South Africa	resistant
node_791	South Africa	sensitive
HM191555	Europe	sensitive
DQ369979	South Africa	sensitive
EF602225	South Africa	sensitive
KM050299	Central Africa	sensitive
EF602203	South Africa	sensitive
node_829	South Africa	sensitive
FJ199715	South Africa	sensitive
DQ396392	South Africa	sensitive
EU854525	South Africa	resistant
node_837	South Africa	resistant
AY589872	South Africa	sensitive
node_843	South Africa	sensitive
AY136981	South Africa	sensitive
node_845	South Africa	sensitive
AY901976	South Africa	sensitive
AY136995	South Africa	sensitive
AY901965	South Africa	sensitive
GQ999990	South Africa	sensitive
EU854520	South Africa	resistant
AY772693	South Africa	sensitive
DQ093594	South Africa	sensitive
node_855	South Africa	sensitive
node_1010	Central Africa	sensitive
KX907356	East Africa	sensitive
GQ433828	Central Africa	sensitive
KM050009	Central Africa	sensitive
HM191542	Europe	sensitive
HM191541	Europe	sensitive
HM191551	Europe	sensitive
node_1052	Europe	resistant
node_1052		sensitive
node_1072	Central Africa	sensitive
AY589928	South Africa	sensitive
KM049963	Central Africa	sensitive
KM050668	Central Africa	sensitive
node_1161	Central Africa	sensitive
node_1161	South Africa	
node_1162	Central Africa	sensitive
KM050120	Central Africa	sensitive
KM050364	Central Africa	sensitive
AF295284	Europe	sensitive
node_1170	Central Africa	sensitive
node_1170	South Africa	
node_1323	Central Africa	sensitive
node_1328	Central Africa	sensitive
node_1334	Central Africa	sensitive
node_1342	Central Africa	sensitive
node_1346	Central Africa	sensitive
HM119907	Central Africa	sensitive
node_1352	Central Africa	sensitive
node_1525	Central Africa	sensitive
GU199572	Southern Africa ex SA	sensitive
AM071420	Southern Africa ex SA	sensitive
node_1558	Central Africa	sensitive
node_1826	Central Africa	sensitive
node_1923	Central Africa	sensitive
node_1935	Central Africa	sensitive
node_1939	Central Africa	sensitive
node_1940	Central Africa	sensitive
KM050753	Central Africa	sensitive
node_1942	South Africa	resistant
AY377430	Europe	sensitive
node_1956	Europe	sensitive
node_2057	Central Africa	sensitive
HM119692	Central Africa	sensitive
node_2061	Central Africa	sensitive
KM050072	Central Africa	sensitive
node_2072	Central Africa	sensitive
node_2076	Central Africa	sensitive
GQ433877	Central Africa	sensitive
node_2085	Central Africa	sensitive
HM119686	Central Africa	sensitive
node_2087	Central Africa	sensitive
node_2087	Europe	
GQ399228	Europe	sensitive
node_2095	Central Africa	sensitive
HM119801	Central Africa	sensitive
node_2100	Central Africa	sensitive
HM119917	Central Africa	sensitive
node_2107	Central Africa	sensitive
AY589915	South Africa	resistant
HM119867	Central Africa	sensitive
AM071453	Southern Africa ex SA	sensitive
KM050362	Central Africa	sensitive
HM120086	Central Africa	sensitive
KM050651	Central Africa	sensitive
GU199579	Southern Africa ex SA	sensitive
KM050541	Central Africa	sensitive
node_2148	Central Africa	sensitive
node_2149	Central Africa	sensitive
node_2158	Central Africa	sensitive
node_2161	Central Africa	sensitive
node_2166	Central Africa	sensitive
EU248293	Europe	sensitive
node_2175	West Africa	sensitive
GQ400661	Europe	sensitive
node_2177	Central Africa	sensitive
node_2178	Central Africa	sensitive
DQ877762	Europe	resistant
GQ433824	Central Africa	sensitive
node_2184	Central Africa	sensitive
node_2185	Central Africa	sensitive
GQ433858	Central Africa	sensitive
HM119878	Central Africa	sensitive
AM071423	Southern Africa ex SA	sensitive
HM120029	Central Africa	sensitive
node_2196	Central Africa	sensitive
HM120006	Central Africa	sensitive
HM119904	Central Africa	sensitive
node_2198	Central Africa	sensitive
node_2198	South Africa	
node_2206	Central Africa	sensitive
node_2210	Central Africa	sensitive
node_2214	Central Africa	sensitive
node_2215	Central Africa	sensitive
node_2215	Southern Africa ex SA	
HM119621	Central Africa	sensitive
node_2220	Central Africa	sensitive
node_2222	South Africa	sensitive
